date,meter_location_en,equipment_name_en,period_std,interval_energy_kwh
2022-01-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.022710490000009454
2022-01-04,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.9158559999988805
2022-01-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,25.520892000010235
2022-01-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.697424000000238
2022-01-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.4848999999993957
2022-01-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.10407076999998612
2022-01-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.013665610000000728
2022-01-05,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.397205000000159
2022-01-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,25.88244500000051
2022-01-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.183281000002008
2022-01-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.4207999999966177
2022-01-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.06906384000000393
2022-01-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.019432359999995534
2022-01-06,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.29791400000050183
2022-01-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.79343700000799
2022-01-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,7.485903999994816
2022-01-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.0220999999984546
2022-01-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.119577640000005
2022-01-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.021228489999999593
2022-01-07,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.6867379999997497
2022-01-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,25.916189000010004
2022-01-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.961661000002126
2022-01-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.755999999997741
2022-01-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.12285024999998306
2022-01-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.014065960000005751
2022-01-10,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5269160000004369
2022-01-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,29.441306000008975
2022-01-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.823889000003202
2022-01-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.6451999999958273
2022-01-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.12945603999999528
2022-01-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.021933610000003587
2022-01-11,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2022-01-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,4.290770000000145
2022-01-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.328015999994978
2022-01-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.24680000000007177
2022-01-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.16540489999998542
2022-01-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018306090000001315
2022-01-12,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.23020199999944627
2022-01-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,27.668693999997746
2022-01-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.569156000009897
2022-01-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.2185999999992796
2022-01-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.14055001999998767
2022-01-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.023317290000001715
2022-01-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.9087010000013673
2022-01-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.750604999996103
2022-01-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.991784000000395
2022-01-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.973199999997851
2022-01-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15976009000000224
2022-01-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02241009000000078
2022-01-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5121650000001128
2022-01-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,20.22118500001858
2022-01-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,13.569524999999995
2022-01-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.6961999999940263
2022-01-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1649172100000165
2022-01-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.01962800999999337
2022-01-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4358720000005112
2022-01-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,21.677910000009767
2022-01-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,8.205363999992702
2022-01-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.270899999998446
2022-01-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.3260410099999865
2022-01-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2022-01-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2022-01-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,38.19788799999656
2022-01-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.094425000007124
2022-01-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2022-01-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.06375625000000838
2022-01-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018009650000000266
2022-01-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.28594599999955067
2022-01-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,22.238780999994148
2022-01-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.34080899999757
2022-01-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.0970000000019495
2022-01-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1416769599999992
2022-01-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.022260639999996487
2022-01-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.17940799999986234
2022-01-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,32.57145399999654
2022-01-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.338116000009958
2022-01-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.6745000000000108
2022-01-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13972644000000556
2022-01-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.023225759999999082
2022-01-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.19761700000014773
2022-01-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,24.391897999982476
2022-01-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.16108899999949
2022-01-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.7128000000024755
2022-01-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15280281999997797
2022-01-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02155024000000888
2022-01-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0037780000000223225
2022-01-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,21.154344999999125
2022-01-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,13.26649599999904
2022-01-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.8761999999996676
2022-01-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13235043999999815
2022-01-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.020534890000003685
2022-01-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.8405799999998137
2022-01-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,24.525834000011958
2022-01-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.111503999996469
2022-01-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.2012999999992324
2022-01-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.11492100000000405
2022-01-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.01838735999999613
2022-01-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.7896369999994332
2022-01-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,25.226104999978197
2022-01-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.725300000007861
2022-01-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.277700000003004
2022-01-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.21752896000000532
2022-01-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2022-01-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2022-01-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,34.24235600000992
2022-01-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.754988999998107
2022-01-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2022-01-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13010448999999394
2022-01-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018333160000002093
2022-01-24,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.44600400000017465
2022-01-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,28.00433999999108
2022-01-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.894061000003745
2022-01-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.5539999999993217
2022-01-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.08952064999999969
2022-01-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.00937024000000155
2022-01-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4861759999998231
2022-01-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,23.25418500000828
2022-01-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.503068999998348
2022-01-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.763699999999716
2022-01-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13823524000000406
2022-01-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018171039999997435
2022-01-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.30656900000013076
2022-01-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,27.064621000015578
2022-01-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.36022500000043
2022-01-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.9207999999973138
2022-01-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.16176484999999313
2022-01-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.020909159999998476
2022-01-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4279120000005668
2022-01-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.992144000011514
2022-01-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.659555999994602
2022-01-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.377999999998295
2022-01-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.17825284000000968
2022-01-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0257281600000016
2022-01-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.43086800000040554
2022-01-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,29.7806849999957
2022-01-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.649075999999638
2022-01-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.2265000000000317
2022-01-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.09363601000000045
2022-01-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.01026168999999972
2022-01-29,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.2603779999998903
2022-01-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.566092000006595
2022-01-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.015941000002353
2022-01-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.8628999999995661
2022-01-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.2041232399999769
2022-01-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-01-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2022-01-30,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2022-01-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,41.41088099999568
2022-01-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.023155999995673
2022-01-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2022-01-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.12020089000000371
2022-01-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-01-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.023225759999999082
2022-01-31,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.8885199999994204
2022-01-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,22.471024999995798
2022-01-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,4.620140999999273
2022-01-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.8157000000002195
2022-02-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.17497489000000865
2022-02-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-02-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018009640000000264
2022-02-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.6590499999996512
2022-02-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,24.208984999995373
2022-02-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,14.33802100000673
2022-02-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.3770000000021008
2022-02-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.19527560999999566
2022-02-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-02-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.025568009999996994
2022-02-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.18144100000032767
2022-02-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.218186000011613
2022-02-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.683584000005194
2022-02-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.297299999996241
2022-02-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.12510369000000873
2022-02-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-02-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02157961000000157
2022-02-03,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.000489999998977
2022-02-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,23.621505000000692
2022-02-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,7.306504000004712
2022-02-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.7050000000009984
2022-02-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1296720199999815
2022-02-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-02-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02319529000000666
2022-02-04,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4621450000002514
2022-02-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,23.99656999999566
2022-02-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,6.807400000000998
2022-02-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.9306000000005508
2022-02-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.11303044000000585
2022-02-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-02-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02119935999999067
2022-02-05,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4601050000007789
2022-02-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,21.512663999996374
2022-02-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.336724000002942
2022-02-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.0409999999998303
2022-02-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.17280649000001563
2022-02-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,9.999999995023998e-09
2022-02-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2022-02-06,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2022-02-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,17.05267600000897
2022-02-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,7.220199999999318
2022-02-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2022-02-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.12902464000000285
2022-02-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-02-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.021170250000005997
2022-02-07,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0765010000001926
2022-02-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,18.531400999981297
2022-02-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.867299999999739
2022-02-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.2973000000021384
2022-02-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.11282881999998141
2022-02-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-02-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0209091600000065
2022-02-08,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.1891130000004296
2022-02-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,23.72923699999192
2022-02-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,7.367009000000476
2022-02-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.7197000000017044
2022-02-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.17656805000000797
2022-02-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-02-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02566403999999086
2022-02-09,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.143162000000361
2022-02-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.295745000008697
2022-02-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.6989639999962
2022-02-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.153799999998708
2022-02-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.14638276999998695
2022-02-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-02-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02387025000000915
2022-02-10,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5321089999999276
2022-02-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.015044999988024
2022-02-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,14.081401000003659
2022-02-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.504500000001862
2022-02-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15007876000000772
2022-02-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-02-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.024523559999993418
2022-02-11,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5443399999994707
2022-02-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,37.59473300000298
2022-02-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.502441000001625
2022-02-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.126400000000747
2022-02-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1443999999999935
2022-02-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,0.0
2022-02-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.00927368999999877
2022-02-12,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.6771460000009619
2022-02-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.832066000002246
2022-02-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.55947600000059
2022-02-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.88499999999952
2022-02-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1374926400000033
2022-02-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.0000000000575114e-08
2022-02-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2022-02-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2022-02-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,50.55086499999383
2022-02-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,14.148481000003175
